Layer,Name,GEOID,Population,Longitude,Latitude,EKW_2024,INC_2019-2023,CZM_2023,EDB_2019-2023
Census tract,Tract 3817,17031381700,18,-87.62744630,41.80555020,12.67,,3.0,
Census tract,Tract 3818,17031381800,1462,-87.62119780,41.80384810,15.08,49670.99999999999,156.0,89.48811700182814
Census tract,Tract 3819,17031381900,1106,-87.61388850,41.80395570,15.5,65505.99999999999,37.0,81.47727272727273
Census tract,Tract 3901,17031390100,1553,-87.59054490,41.81355450,12.0,,107.0,92.28769497400349
Census tract,Tract 3902,17031390200,1883,-87.59947650,41.81304100,14.42,109867.99999999999,115.0,96.48518263266712
Census tract,Tract 3903,17031390300,2617,-87.60420890,41.81320060,14.75,35266.0,177.0,92.2020598332516
Census tract,Tract 3904,17031390400,2871,-87.60405820,41.80592430,13.75,31832.999999999996,152.0,92.97089511257552
Census tract,Tract 3905,17031390500,1666,-87.59919870,41.80597810,15.0,62187.99999999999,89.0,98.9795918367347
Census tract,Tract 3906,17031390600,1994,-87.59435040,41.80601810,13.83,94114.99999999999,43.0,97.88679245283018
Census tract,Tract 3907,17031390700,6532,-87.58048870,41.80401640,14.44,67609.99999999999,361.0,96.36056881176188
Census tract,Tract 4003,17031400300,1504,-87.61127280,41.78975400,16.67,71287.99999999999,260.0,86.52631578947368
Census tract,Tract 4004,17031400400,1995,-87.61832110,41.79112610,13.33,40028.99999999999,130.0,79.47136563876653
Census tract,Tract 4005,17031400500,2372,-87.62317910,41.79104140,12.58,24659.0,228.0,93.93939393939394
Census tract,Tract 4008,17031400800,3178,-87.62055800,41.78286330,12.08,22648.0,209.0,84.69773299748111
Census tract,Tract 4101,17031410100,2272,-87.58102590,41.80158220,12.67,58666.99999999999,241.0,97.98994974874373
Census tract,Tract 4102,17031410200,1165,-87.59426510,41.80167090,10.33,62591.0,57.0,98.4313725490196
Census tract,Tract 4105,17031410500,2922,-87.60374230,41.79783080,15.0,73040.99999999999,141.0,91.1805236564079
Census tract,Tract 4106,17031410600,2371,-87.59894220,41.79796870,15.08,48071.0,77.0,91.1144578313253
Census tract,Tract 4107,17031410700,2399,-87.59419960,41.79804930,16.67,56999.99999999999,146.0,93.40804218853
Census tract,Tract 4108,17031410800,2993,-87.58962480,41.79796140,16.17,63090.99999999999,153.0,97.77215189873417
Census tract,Tract 4109,17031410900,3670,-87.57809370,41.79670970,13.94,75561.99999999999,160.0,95.12530037761758
Census tract,Tract 4110,17031411000,3902,-87.57746200,41.78722670,16.61,69013.99999999999,203.0,100.0
Census tract,Tract 4111,17031411100,2379,-87.58970080,41.79045520,16.31,123611.0,89.0,97.81297134238312
Census tract,Tract 4112,17031411200,1713,-87.59401710,41.79056180,15.33,93957.99999999999,36.0,99.03593339176162
Census tract,Tract 4201,17031420100,1642,-87.57950420,41.78256890,14.0,22215.0,80.0,90.90128755364807
Census tract,Tract 4202,17031420200,1781,-87.59352080,41.78346800,14.33,39687.99999999999,67.0,93.12977099236642
Census tract,Tract 4203,17031420300,2818,-87.59869700,41.78322410,13.67,42880.99999999999,84.0,94.82352941176472
Census tract,Tract 4204,17031420400,1544,-87.60355840,41.78316990,15.17,38605.0,58.0,82.78688524590164
Census tract,Tract 4205,17031420500,2053,-87.60842610,41.78310020,12.67,22432.0,169.0,79.08256880733944
Census tract,Tract 4206,17031420600,2524,-87.61327770,41.78301350,12.33,43063.0,251.0,85.86291309669522
Census tract,Tract 4207,17031420700,3021,-87.61069330,41.77669140,12.13,28604.999999999996,299.0,77.13936430317848
Census tract,Tract 4208,17031420800,2457,-87.60325690,41.77690970,13.67,56356.99999999999,176.0,88.24221046443269
Census tract,Tract 4212,17031421200,1405,-87.60894740,41.77066210,14.17,45971.99999999999,105.0,88.8465204957102
Census tract,Tract 4301.01,17031430101,4091,-87.57395300,41.76985320,10.21,37916.99999999999,399.0,86.53480410802587
Census tract,Tract 4301.02,17031430102,3104,-87.56381430,41.76895280,12.11,49671.99999999999,192.0,93.23806204252352
Census tract,Tract 4302,17031430200,5086,-87.58135090,41.76976130,12.9,34071.99999999999,329.0,87.11273105961989
Census tract,Tract 4303,17031430300,2558,-87.58936010,41.76971630,13.78,53806.99999999999,182.0,92.04398447606728
Census tract,Tract 4304,17031430400,3031,-87.59030980,41.76219610,13.29,38034.0,190.0,93.68222536539368
Census tract,Tract 4305,17031430500,4098,-87.58127000,41.76431390,14.89,36309.99999999999,336.0,81.20406020301016
Census tract,Tract 4306,17031430600,1670,-87.57137300,41.76441330,14.67,42487.0,199.0,90.9297052154195
Census tract,Tract 4307,17031430700,2175,-87.56089030,41.76527160,12.75,37983.0,117.0,88.64027538726333
Census tract,Tract 4308,17031430800,1862,-87.57129830,41.76075000,12.92,47625.0,75.0,95.74769666902904
Census tract,Tract 4309,17031430900,1797,-87.58118510,41.76064100,14.0,31356.999999999996,122.0,85.78391551584077
Census tract,Tract 4312,17031431200,2898,-87.57118430,41.75530110,14.0,60109.99999999999,290.0,96.07237422771404
Census tract,Tract 4313.01,17031431301,3590,-87.56018710,41.75353020,12.89,36496.0,300.0,85.16769012753898
Census tract,Tract 4313.02,17031431302,4351,-87.56278590,41.75838550,13.89,31980.999999999996,442.0,84.94439692044482
Census tract,Tract 4314,17031431400,6716,-87.54655500,41.75720840,13.67,38438.0,455.0,85.05963590709354
Census tract,Tract 4401.01,17031440101,4171,-87.60145120,41.74862710,11.5,28326.0,435.0,79.0646578782172
Census tract,Tract 4401.02,17031440102,3633,-87.60116360,41.74093560,12.71,36650.0,323.0,86.46166134185303
Census tract,Tract 4402.01,17031440201,5054,-87.61007390,41.74820970,12.38,38256.99999999999,443.0,91.29984464008288
Census tract,Tract 4402.02,17031440202,3525,-87.60976200,41.74095990,14.22,35079.0,297.0,93.4065934065934
Census tract,Tract 4403,17031440300,4677,-87.61954240,41.74372120,12.23,55475.99999999999,339.0,92.01038361695991
Census tract,Tract 4406,17031440600,1996,-87.61913730,41.73267180,12.67,56988.99999999999,126.0,87.35733099209834
Census tract,Tract 4407,17031440700,1497,-87.60962940,41.73475140,11.25,91031.0,111.0,91.94097616345064
Census tract,Tract 4408,17031440800,1620,-87.60332800,41.73171140,12.5,23750.0,62.0,89.97472620050547
Census tract,Tract 4409,17031440900,2462,-87.60900570,41.72866900,11.83,43358.99999999999,174.0,90.1829268292683
Census tract,Tract 4503,17031450300,3252,-87.57908920,41.74194380,14.0,46207.0,216.0,83.57570573139435
Census tract,Tract 4601,17031460100,2840,-87.53672530,41.74783450,12.33,48206.99999999999,202.0,87.1536523929471
Census tract,Tract 4602,17031460200,1948,-87.54701010,41.74138720,10.92,29246.0,114.0,68.66151866151866
Census tract,Tract 4603.01,17031460301,2987,-87.55636730,41.74002640,12.72,41296.0,156.0,69.75564776394651
Census tract,Tract 4603.02,17031460302,3282,-87.55738790,41.74708400,9.67,44306.0,257.0,90.04801396769969
Census tract,Tract 4604,17031460400,3411,-87.56369220,41.74449030,10.96,70472.0,184.0,96.268932397488
Census tract,Tract 4605,17031460500,5400,-87.57260410,41.74688190,12.26,54850.0,330.0,90.72141034562746
Census tract,Tract 4608,17031460800,3639,-87.55318420,41.73560050,12.81,33048.0,262.0,63.22495606326889
Census tract,Tract 4610,17031461000,1460,-87.54654240,41.72739250,19.0,14310.999999999998,166.0,65.2046783625731
Census tract,Tract 4701,17031470100,2527,-87.59648940,41.72822070,12.83,46614.0,147.0,89.22600619195047
Census tract,Tract 4801,17031480100,2001,-87.57572920,41.73524100,15.17,71718.99999999999,128.0,96.00798403193612
Census tract,Tract 4802,17031480200,1103,-87.58988290,41.73512410,14.25,49666.99999999999,71.0,93.66459627329192
Census tract,Tract 4803,17031480300,1348,-87.58797250,41.72919400,14.58,54267.99999999999,67.0,92.61658031088082
Census tract,Tract 4804,17031480400,5650,-87.57563850,41.72844980,12.71,78064.0,348.0,95.51464869069224
Census tract,Tract 4805,17031480500,2986,-87.55909110,41.72760010,14.36,59483.99999999999,180.0,96.52567975830816
Census tract,Tract 4902,17031490200,3040,-87.61687420,41.72490950,13.46,65268.0,164.0,93.64238410596026
Census tract,Tract 4905,17031490500,1995,-87.61319640,41.71793090,14.83,78319.0,111.0,90.53213545266068
Census tract,Tract 4906,17031490600,1443,-87.62833020,41.71797340,9.67,66927.0,152.0,88.56172140430351
Census tract,Tract 4907,17031490700,2656,-87.62836170,41.71073390,12.22,42083.0,155.0,89.72829688535454
Census tract,Tract 4908,17031490800,3502,-87.61534690,41.71069020,14.62,47212.0,219.0,88.44462215113954
Census tract,Tract 4909.01,17031490901,3403,-87.61626770,41.69605820,13.56,32283.999999999996,258.0,91.76340519624102
Census tract,Tract 4909.02,17031490902,4647,-87.61532620,41.70328010,13.17,69470.99999999999,293.0,87.61494252873563
Census tract,Tract 4910,17031491000,3807,-87.62805360,41.69976250,12.97,33065.0,345.0,81.39240506329114
Census tract,Tract 4911,17031491100,4079,-87.63769940,41.69975310,12.7,77044.99999999999,182.0,84.84546360917248
Census tract,Tract 4912,17031491200,2019,-87.63743830,41.68877650,13.72,60416.99999999999,93.0,84.02985074626865
Census tract,Tract 4913,17031491300,2023,-87.62780360,41.68889690,13.12,39614.99999999999,182.0,88.23082763857252
Census tract,Tract 4914,17031491400,2593,-87.61682150,41.68912320,15.56,38491.0,259.0,86.64238008500304
Census tract,Tract 5001,17031500100,3545,-87.59502870,41.71468400,13.08,67708.0,144.0,93.52844187963726
Census tract,Tract 5002,17031500200,1688,-87.60030860,41.70085520,12.0,40720.0,178.0,90.16681299385426
Census tract,Tract 5003,17031500300,1587,-87.60536980,41.68931500,15.17,51335.99999999999,88.0,84.75699558173785
Census tract,Tract 5101,17031510100,3231,-87.55007480,41.71262130,13.5,71275.99999999999,109.0,79.57894736842105
Census tract,Tract 5102,17031510200,2922,-87.56004950,41.71426510,12.06,48917.0,113.0,86.31708316263827
Census tract,Tract 5103,17031510300,4850,-87.57497710,41.71573730,13.79,30874.999999999996,412.0,81.86413902053712
Census tract,Tract 5201,17031520100,1745,-87.52943250,41.72111840,16.0,58712.99999999999,90.0,55.32271584241408
Census tract,Tract 5202,17031520200,3338,-87.54069130,41.71230870,11.39,46802.99999999999,104.0,73.98248325605358
Census tract,Tract 5203,17031520300,5675,-87.53956290,41.70111390,13.38,54174.99999999999,148.0,72.53985706432105
Census tract,Tract 5204,17031520400,4055,-87.53070290,41.70300800,15.35,49493.99999999999,140.0,88.24247355573637
Census tract,Tract 5205,17031520500,4420,-87.53087190,41.69311580,13.17,84563.0,81.0,75.03768465480857
Census tract,Tract 5206,17031520600,2530,-87.54040000,41.68952040,14.83,70749.99999999999,34.0,75.56742323097463
Census tract,Tract 5301,17031530100,2197,-87.61793950,41.68185220,15.08,29746.999999999996,123.0,55.04587155963303
Census tract,Tract 5302,17031530200,4128,-87.63239540,41.68156120,13.73,39578.99999999999,249.0,88.77374784110536
Census tract,Tract 5303,17031530300,3964,-87.65175240,41.68131440,14.08,56923.99999999999,275.0,91.36929460580912
Census tract,Tract 5304,17031530400,2059,-87.65152670,41.67403970,13.42,83835.99999999999,98.0,92.75862068965516
Census tract,Tract 5305.01,17031530501,4514,-87.63216600,41.67427800,13.58,40999.99999999999,255.0,85.32203389830508
Census tract,Tract 5305.02,17031530502,1570,-87.62502510,41.66607960,11.17,75986.0,58.0,93.45524542829644
Census tract,Tract 5305.03,17031530503,4898,-87.63753560,41.66420390,14.03,50404.99999999999,250.0,95.41984732824427
Census tract,Tract 5306,17031530600,2774,-87.61914580,41.67008820,13.67,41678.0,185.0,88.79037365421154
Census tract,Tract 5401.01,17031540101,4324,-87.59936890,41.65072030,13.38,16175.999999999998,307.0,87.71295818275684
Census tract,Tract 5401.02,17031540102,2938,-87.60544880,41.66733000,12.33,24582.999999999996,215.0,83.5762331838565
Census tract,Tract 5501,17031550100,7019,-87.53597850,41.66318130,12.5,52174.0,203.0,83.06694463747974
Census tract,Tract 5502,17031550200,2969,-87.56482700,41.65509740,12.08,72231.99999999999,98.0,88.0718954248366
Census tract,Tract 5601,17031560100,1477,-87.74159100,41.81567650,14.33,69490.99999999999,50.0,78.40670859538784
Census tract,Tract 5602,17031560200,1710,-87.74782730,41.81133090,13.22,73124.99999999999,54.0,74.59893048128342
Census tract,Tract 5603,17031560300,3253,-87.74798700,41.80390750,15.0,61978.99999999999,58.0,75.81436858545291
Census tract,Tract 5604,17031560400,1630,-87.74061440,41.80400620,16.67,74554.0,55.0,77.01863354037268
Census tract,Tract 5607,17031560700,3635,-87.75752020,41.79646260,16.33,80572.99999999999,95.0,75.30816640986131
Census tract,Tract 5608,17031560800,5682,-87.77216590,41.79620560,15.57,105886.0,104.0,84.02547770700637
Census tract,Tract 5609,17031560900,5112,-87.79165140,41.79577020,14.72,106487.0,75.0,90.4721989382509
Census tract,Tract 5610,17031561000,5308,-87.79150330,41.78850220,14.17,85741.0,85.0,87.18771487508596
Census tract,Tract 5611,17031561100,5581,-87.77190990,41.78886980,12.86,107856.99999999999,81.0,87.10163111668759
Census tract,Tract 5701,17031570100,1316,-87.71891320,41.81620030,13.5,73461.99999999999,185.0,73.0232558139535
Census tract,Tract 5702,17031570200,2096,-87.73071830,41.81437990,14.33,,38.0,75.0
Census tract,Tract 5703,17031570300,6376,-87.73079090,41.80414490,14.46,60138.99999999999,162.0,72.05957883923986
Census tract,Tract 5704,17031570400,1769,-87.71913050,41.80499210,15.25,72263.0,70.0,62.24899598393574
Census tract,Tract 5705,17031570500,2639,-87.73245530,41.79860150,14.83,74899.0,62.0,65.07760532150776
Census tract,Tract 5801,17031580100,3228,-87.69074630,41.82805490,16.25,49323.0,59.0,83.80952380952381
Census tract,Tract 5802,17031580200,3466,-87.69934780,41.82677180,13.92,36010.0,67.0,76.0
Census tract,Tract 5803,17031580300,2577,-87.70893400,41.82518760,14.83,83029.0,27.0,77.20444154147616
Census tract,Tract 5804,17031580400,4546,-87.70918450,41.81527530,16.67,56190.0,179.0,78.27145465611686
Census tract,Tract 5805.01,17031580501,5170,-87.69949620,41.81998600,14.88,52756.99999999999,79.0,76.37954239569314
Census tract,Tract 5805.02,17031580502,5345,-87.69931020,41.81456170,14.39,59803.0,93.0,68.86731391585761
Census tract,Tract 5806,17031580600,5405,-87.69203140,41.81739780,13.33,67297.0,107.0,65.3234649122807
Census tract,Tract 5807,17031580700,5621,-87.68684590,41.81749350,13.28,59399.0,88.0,61.25277161862528
Census tract,Tract 5808,17031580800,2058,-87.68664360,41.81021970,16.0,67678.99999999999,52.0,52.58687258687259
Census tract,Tract 5905,17031590500,1854,-87.68045960,41.82489780,17.0,72383.0,82.0,91.46625290923195
Census tract,Tract 5906,17031590600,3477,-87.67292440,41.82683320,12.61,78136.99999999999,66.0,75.36603221083456
Census tract,Tract 5907,17031590700,3027,-87.66278880,41.82605390,15.17,77343.99999999999,88.0,78.66805411030177
Census tract,Tract 6004,17031600400,4297,-87.64393220,41.84171830,15.0,63497.0,88.0,77.30542838456508
Census tract,Tract 6006,17031600600,2988,-87.65575100,41.84246850,15.5,72209.99999999999,50.0,81.78477690288713
Census tract,Tract 6007,17031600700,2591,-87.66054300,41.84078160,15.0,68237.0,50.0,73.98843930635837
Census tract,Tract 6009,17031600900,3682,-87.65314280,41.83651300,15.25,62049.0,72.0,84.9493487698987
Census tract,Tract 6103,17031610300,5410,-87.67510220,41.81617790,13.72,49901.0,254.0,69.33407946278679
Census tract,Tract 6104,17031610400,2029,-87.66744910,41.81039840,14.5,35938.0,33.0,63.116370808678504
Census tract,Tract 6108,17031610800,1512,-87.63840460,41.81271190,13.67,125249.99999999999,47.0,84.25841674249318
Census tract,Tract 6112,17031611200,2680,-87.66244140,41.80499390,13.67,41479.99999999999,142.0,69.37416777629826
Census tract,Tract 6113,17031611300,3668,-87.66730390,41.80493620,16.0,48350.99999999999,167.0,63.55492692126356
Census tract,Tract 6114,17031611400,3737,-87.67216610,41.80489290,13.83,32055.999999999996,107.0,63.130598774163126
Census tract,Tract 6115,17031611500,3587,-87.67873100,41.80538190,13.71,42352.99999999999,92.0,57.307139434595115
Census tract,Tract 6116,17031611600,1921,-87.67689800,41.79763290,13.86,52691.99999999999,80.0,84.93506493506493
Census tract,Tract 6117,17031611700,2180,-87.67197620,41.79759910,14.33,,66.0,72.13240954580446
Census tract,Tract 6118,17031611800,2205,-87.66711380,41.79764770,10.08,50250.0,63.0,72.28260869565217
Census tract,Tract 6119,17031611900,1984,-87.65955520,41.79853750,12.0,39375.0,160.0,66.01441812564367
Census tract,Tract 6120,17031612000,1448,-87.65253600,41.79784660,10.75,57395.99999999999,83.0,86.58959537572254
Census tract,Tract 6121,17031612100,1168,-87.64768080,41.79791280,13.67,24999.999999999996,67.0,79.22077922077922
Census tract,Tract 6122,17031612200,3939,-87.65271940,41.80487610,14.19,46227.0,176.0,59.467174119885826
Census tract,Tract 6201,17031620100,4567,-87.71802570,41.79801750,13.89,85256.0,176.0,71.8359500160205
Census tract,Tract 6202,17031620200,2390,-87.72923390,41.79552150,15.17,64106.99999999999,48.0,81.35095447870778
Census tract,Tract 6203,17031620300,6410,-87.73044380,41.78950250,13.72,71318.99999999999,138.0,72.23926380368098
Census tract,Tract 6204,17031620400,5027,-87.71816820,41.78963820,12.42,62000.0,102.0,73.26115485564304
Census tract,Tract 6303,17031630300,5385,-87.70863780,41.79886200,12.42,64870.99999999999,70.0,59.64424680377988
Census tract,Tract 6304,17031630400,7204,-87.69878110,41.79725450,13.67,58146.99999999999,191.0,60.92322883238707
Census tract,Tract 6305,17031630500,6271,-87.68901710,41.79742790,12.5,53234.99999999999,130.0,65.49217002237137
Census tract,Tract 6306,17031630600,3250,-87.68885240,41.80120950,13.58,48398.0,168.0,70.01166861143524
Census tract,Tract 6308,17031630800,6641,-87.69857250,41.78996520,13.5,72581.99999999999,165.0,67.04306722689076
Census tract,Tract 6309,17031630900,5204,-87.70836550,41.78981140,14.61,49922.0,114.0,75.52973342447027
Census tract,Tract 6401,17031640100,1312,-87.73986080,41.78191960,15.33,67584.99999999999,59.0,71.64605137963844
Census tract,Tract 6403,17031640300,6710,-87.77163530,41.78153210,14.53,86900.0,98.0,86.00093327111526
Census tract,Tract 6404,17031640400,3390,-87.79124740,41.78117840,13.67,93488.0,79.0,85.21097910692339
Census tract,Tract 6405,17031640500,3896,-87.79098790,41.77568250,13.92,76250.0,59.0,87.13929462059139
Census tract,Tract 6406,17031640600,4063,-87.77142980,41.77603620,14.72,74773.0,120.0,90.97643097643098
Census tract,Tract 6407,17031640700,3298,-87.75193560,41.77641110,14.58,78533.0,67.0,86.7831541218638
Census tract,Tract 6408,17031640800,1799,-87.73974220,41.77482410,12.75,40555.99999999999,47.0,79.74559686888453
Census tract,Tract 6501,17031650100,4765,-87.71785490,41.78237660,14.08,65851.99999999999,97.0,81.67914090465344
Census tract,Tract 6502,17031650200,7251,-87.73022520,41.78222210,13.42,93041.0,108.0,83.0666089965398
Census tract,Tract 6503.01,17031650301,5829,-87.72999160,41.77492750,15.21,53749.99999999999,111.0,71.88231360748914
Census tract,Tract 6503.02,17031650302,4522,-87.71773310,41.77509310,13.25,65832.99999999999,102.0,69.05829596412556
Census tract,Tract 6504,17031650400,6894,-87.71716510,41.76531180,13.33,82757.99999999999,121.0,68.75934230194319
Census tract,Tract 6505,17031650500,4401,-87.73203520,41.76221870,14.33,64431.99999999999,332.0,68.70838881491345
Census tract,Tract 6603.01,17031660301,1850,-87.69828720,41.77995410,15.5,28845.999999999996,78.0,79.72602739726027
Census tract,Tract 6603.02,17031660302,5549,-87.69839260,41.78359570,13.25,49100.99999999999,140.0,67.72793053545585
Census tract,Tract 6604,17031660400,5692,-87.70804410,41.78253210,11.83,50710.0,165.0,62.721537999399224
Census tract,Tract 6605,17031660500,5013,-87.70792710,41.77524610,11.67,66944.0,175.0,69.27747419550698
Census tract,Tract 6606,17031660600,6404,-87.69334060,41.77728730,12.97,39913.0,333.0,82.11610486891385
Census tract,Tract 6607,17031660700,2076,-87.68109550,41.77384520,15.33,32864.0,84.0,85.44839255499154
Census tract,Tract 6608,17031660800,6114,-87.69326560,41.77364130,12.37,43569.0,252.0,76.1890694239291
Census tract,Tract 6609,17031660900,4446,-87.69906300,41.76781910,14.22,45571.99999999999,335.0,78.64462809917356
Census tract,Tract 6610,17031661000,5756,-87.68504690,41.76181770,14.6,49651.99999999999,251.0,82.90253096392031
Census tract,Tract 6611,17031661100,6633,-87.70266360,41.76078640,13.23,69196.0,147.0,76.02616147947677
Census tract,Tract 6701,17031670100,1349,-87.65720840,41.79049370,12.83,36312.99999999999,65.0,63.62573099415205
Census tract,Tract 6702,17031670200,1325,-87.66206270,41.79042470,14.0,96152.0,97.0,80.48780487804879
Census tract,Tract 6703,17031670300,1287,-87.66691670,41.79035760,15.33,35038.0,63.0,85.98726114649682
Census tract,Tract 6704,17031670400,1585,-87.67176980,41.79029960,11.67,33482.0,94.0,79.53321364452424
Census tract,Tract 6705,17031670500,1148,-87.67640440,41.78657800,13.67,29855.999999999996,58.0,70.41666666666667
Census tract,Tract 6706,17031670600,1339,-87.67157720,41.78300540,11.67,39000.0,61.0,68.05369127516778
Census tract,Tract 6707,17031670700,1252,-87.66673150,41.78306860,14.92,29540.999999999996,112.0,59.42028985507246
Census tract,Tract 6708,17031670800,1477,-87.66187900,41.78314420,13.75,43145.0,84.0,73.10647639956093
Census tract,Tract 6709,17031670900,1172,-87.65702200,41.78321240,12.58,30541.999999999996,78.0,84.004884004884
Census tract,Tract 6711,17031671100,994,-87.66171590,41.77677710,13.5,15735.0,75.0,89.28571428571429
Census tract,Tract 6712,17031671200,980,-87.66658230,41.77669930,13.92,42143.0,96.0,72.30392156862744
Census tract,Tract 6713,17031671300,2048,-87.67134930,41.77390150,12.39,29562.999999999996,92.0,82.0754716981132
Census tract,Tract 6714,17031671400,1558,-87.67622890,41.77379210,12.58,29469.0,98.0,80.34351145038168
Census tract,Tract 6715,17031671500,2716,-87.66963150,41.76817220,14.83,43202.99999999999,141.0,75.31683765841883
Census tract,Tract 6716,17031671600,1804,-87.66151130,41.76949990,13.17,25849.0,230.0,89.22204213938411
Census tract,Tract 6718,17031671800,1142,-87.65644810,41.76140100,12.0,52125.0,81.0,80.97622027534418
Census tract,Tract 6719,17031671900,1122,-87.66128020,41.76132560,13.33,36336.99999999999,84.0,85.75
Census tract,Tract 6720,17031672000,3397,-87.67112810,41.76119830,13.21,45191.99999999999,190.0,67.73526370217166
Census tract,Tract 6805,17031680500,1307,-87.65235240,41.79056390,12.33,42639.0,115.0,78.14498933901919
Census tract,Tract 6806,17031680600,1165,-87.65216520,41.78328110,11.5,52236.99999999999,110.0,85.24332810047096
Census tract,Tract 6809,17031680900,3573,-87.63763040,41.77643050,12.58,18333.0,350.0,70.25316455696202
Census tract,Tract 6810,17031681000,2573,-87.64954790,41.77603980,12.46,27844.0,206.0,76.50962176509621
Census tract,Tract 6811,17031681100,2873,-87.64935950,41.76876650,12.63,36082.99999999999,227.0,77.52053771471246
Census tract,Tract 6812,17031681200,2353,-87.63849760,41.76918930,13.67,23249.999999999996,226.0,77.56939234808702
Census tract,Tract 6813,17031681300,2182,-87.63984230,41.76118070,12.28,21887.999999999996,204.0,76.67173252279636
Census tract,Tract 6814,17031681400,2474,-87.64917060,41.76152230,12.81,51834.99999999999,194.0,80.37974683544303
Census tract,Tract 6903,17031690300,2302,-87.62900930,41.76866930,13.23,34977.99999999999,188.0,86.33045786330457
Census tract,Tract 6904,17031690400,3363,-87.62020390,41.76925900,13.12,46313.0,313.0,83.39749759384023
Census tract,Tract 6905,17031690500,992,-87.61210310,41.76817940,13.83,57840.99999999999,110.0,86.53846153846155
Census tract,Tract 6909,17031690900,4250,-87.61034470,41.76214240,11.6,36926.99999999999,350.0,88.7085635359116
Census tract,Tract 6910,17031691000,2668,-87.62001510,41.76196540,11.17,64361.0,280.0,91.13475177304964
Census tract,Tract 6911,17031691100,2980,-87.62987210,41.76171350,13.38,55169.99999999999,295.0,87.03928716079385
Census tract,Tract 6912,17031691200,2277,-87.63041130,41.75262080,14.17,34444.0,284.0,90.87481146304675
Census tract,Tract 6913,17031691300,2374,-87.61984720,41.75468110,13.42,55203.0,142.0,90.7119021134594
Census tract,Tract 6914,17031691400,3411,-87.61016850,41.75484550,13.07,35495.0,331.0,88.57302118171684
Census tract,Tract 6915,17031691500,1806,-87.60026660,41.75505280,12.61,24100.999999999996,205.0,90.00868809730669
Census tract,Tract 7001,17031700100,3326,-87.69530910,41.75359350,14.5,79658.99999999999,162.0,83.06486721811058
Census tract,Tract 7002,17031700200,6554,-87.72378400,41.75298930,13.58,74124.99999999999,108.0,77.31073943661971
Census tract,Tract 7003.01,17031700301,5762,-87.73171170,41.74562250,14.28,84667.0,121.0,69.17808219178082
Census tract,Tract 7003.02,17031700302,5662,-87.73130640,41.73836520,14.12,86000.0,89.0,74.343163538874
Census tract,Tract 7004.01,17031700401,5822,-87.71203550,41.74553720,14.92,94312.99999999999,152.0,83.96137541215262
Census tract,Tract 7004.02,17031700402,4082,-87.71182340,41.73823020,14.89,98151.99999999999,91.0,85.94594594594595
Census tract,Tract 7005.01,17031700501,6912,-87.69034230,41.74621330,13.75,64739.0,309.0,86.94904321651258
Census tract,Tract 7005.02,17031700502,2978,-87.68876830,41.73885220,11.75,97623.99999999999,79.0,95.50200803212851
Census tract,Tract 7101,17031710100,1015,-87.64197130,41.75339180,13.0,28287.0,99.0,96.86411149825784
Census tract,Tract 7102,17031710200,4635,-87.65142520,41.75511310,12.17,30870.999999999996,305.0,69.96491228070175
Census tract,Tract 7103,17031710300,1424,-87.66110570,41.75404850,16.83,54886.0,120.0,83.49619978284474
Census tract,Tract 7104,17031710400,5424,-87.67093280,41.75391840,12.39,43986.0,315.0,86.26359055953327
Census tract,Tract 7105,17031710500,4036,-87.67078740,41.74753160,12.54,44972.99999999999,314.0,85.31524341580207
Census tract,Tract 7106,17031710600,1706,-87.66094340,41.74766000,11.25,42132.0,110.0,81.44257703081233
Census tract,Tract 7107,17031710700,3420,-87.65688400,41.74711000,13.58,40937.99999999999,209.0,85.5252606255012
Census tract,Tract 7108,17031710800,4804,-87.64881260,41.74783660,14.22,37580.0,418.0,88.71399866041527
Census tract,Tract 7109,17031710900,1942,-87.63968930,41.74214610,14.5,48867.0,189.0,90.5785123966942
Census tract,Tract 7110,17031711000,3058,-87.64858110,41.73964360,12.22,55197.0,216.0,86.65723715228665
Census tract,Tract 7111,17031711100,2499,-87.65830020,41.73950160,12.83,49687.99999999999,166.0,93.42318059299193
Census tract,Tract 7112,17031711200,4687,-87.66982520,41.74055610,13.46,60432.99999999999,199.0,85.75909661229612
Census tract,Tract 7113,17031711300,1462,-87.66728550,41.73350440,13.25,76523.99999999999,83.0,84.08163265306122
Census tract,Tract 7114,17031711400,2394,-87.65211680,41.73366140,14.0,59187.99999999999,148.0,94.25156516789984
Census tract,Tract 7115,17031711500,2372,-87.63868880,41.73244020,11.0,52884.99999999999,108.0,84.10064239828694
Census tract,Tract 7201,17031720100,3344,-87.67473550,41.72761640,14.5,149179.99999999997,108.0,97.31303179579042
Census tract,Tract 7202,17031720200,4131,-87.66605450,41.71304170,14.89,121079.99999999999,114.0,98.36298932384342
Census tract,Tract 7203,17031720300,3637,-87.67714390,41.71391980,14.29,136914.0,59.0,97.42765273311898
Census tract,Tract 7204,17031720400,1961,-87.68666860,41.70999180,14.83,122396.0,40.0,97.4853310980721
Census tract,Tract 7205,17031720500,2086,-87.68910110,41.70283530,16.08,111249.99999999999,39.0,97.82608695652172
Census tract,Tract 7206,17031720600,1691,-87.67720700,41.70277640,16.42,156927.0,26.0,99.57912457912458
Census tract,Tract 7207,17031720700,3073,-87.66513880,41.70310710,11.83,98896.99999999999,66.0,96.3917525773196
